6.156067880685878180e-02,-1.250888204701334772e-01,-1.182586196462294126e+00,8.328895046598656648e-01,-7.407886427275744978e-01,3.795826174815708498e-02,4.687091795986653153e-02,-1.697302787396683943e-01,-6.083521385793089209e-02,3.254320063737048407e-02,1.617782290558293923e-01,-2.192189318314501367e-01,-4.196999965671364130e-01
7.646831729264746969e-02,3.270221679566791551e-01,-6.374603386998121124e-01,6.691809746202190823e-01,-5.475729101119966025e-01,6.064730942586087359e-01,1.831850141221065265e-01,2.688578972360931019e-01,7.127968471922296878e-02,7.428850663866448656e-03,1.624349271964138364e-01,-4.534367836846753264e-02,-4.009456996172595655e-01
-3.396719742767473349e-02,2.236086090944393590e-01,-7.045644558592440987e-01,5.344399468236433748e-01,-8.125631389327314658e-01,1.266048054664201672e-01,-3.070896047977753618e-01,-9.816518430321163891e-03,1.819548800318935289e-01,-1.098559901127369454e-01,-2.371543053266256251e-03,-2.164792252454370569e-01,-5.830796229944557041e-02
-2.359446934241304916e-02,4.854403700829790225e-01,-8.588767176343337084e-01,1.010866408686850626e+00,-5.729393536844624713e-01,6.401094679262335774e-01,-1.424189012041845448e-01,1.683991637668464936e-01,4.203507674099804525e-02,-3.832918618225988894e-02,1.870666856524745292e-01,-2.296792463705481513e-01,2.948809487027537202e-02
1.297344462777401120e-01,3.178314974267646420e-01,-4.585822550318017221e-01,8.832270309532566088e-01,-6.254318754657437474e-01,4.426102946748482481e-01,2.608603061279757274e-01,-1.099156607935976027e-01,1.341028201062799408e-01,-6.862100056550746174e-02,-1.251928929307786209e-01,1.012951959781565048e-01,5.062691771576899313e-02
1.295121387495434817e-01,1.645727295158332382e-01,-8.214198582271272642e-01,7.434922661773262220e-01,-7.036279639432203581e-01,3.331018867218151769e-01,2.063026297834547051e-02,-6.879491579792196276e-02,-6.568958866585350442e-02,-4.213153835835483640e-01,-1.433334219859228043e-02,-3.853917036283416309e-02,-5.247949759592374086e-02
-5.385779140182371805e-01,-1.101519753766408982e-01,-6.951823508731589385e-01,7.049566448938748842e-01,-5.578900282748642248e-01,5.273511146313429876e-01,6.042776356390611170e-02,4.044610735904305976e-01,5.324042339440233640e-01,1.488638509873010385e-01,2.164951339060021684e-01,-5.106223827093026024e-02,1.134960094700052657e-01
-2.188141460474213318e-01,1.396011490771948971e-01,-6.757840199835580819e-01,6.528150597560120616e-01,-4.114841755045612892e-01,8.315104675718343330e-01,1.575840131085397555e-01,1.974484204615882810e-01,1.616958089888267391e-01,6.739036191918912344e-02,1.957523207822835509e-01,-3.765486142746281573e-01,-2.358682186174783091e-01
-9.010259834532519108e-02,1.234115093567185184e-01,-5.449687739263673336e-01,7.751199273885562846e-01,-6.373026128640142396e-01,3.766500424306742367e-01,-1.874895587200764435e-01,-1.235113100739968495e-01,1.368456234104271640e-01,3.543880724666121917e-01,2.664096994680760222e-01,2.000502113074542621e-01,2.032532658312420359e-01
3.739628048543481853e-01,4.220493616720100150e-01,-6.694133462504980869e-01,4.079706614837257383e-01,-5.872409426344034067e-01,4.499743068686195002e-01,-2.526806330866468997e-01,-1.996212015473552981e-02,-2.182184683824561766e-02,-3.914668324038053093e-01,2.024695525845876531e-02,2.622392172129921484e-01,1.108960547200830149e-01
1.834886414140887823e+00,4.628748212873974310e-01,-2.128332738900784449e-02,-5.015435568322290649e-02,-5.256975536815553518e-01,3.867308942390619286e-01,4.810056266547007020e-01,7.906890338835248500e-01,3.243634026282213867e-01,-1.232854381770491781e-01,-1.019672448623483163e-01,1.286006322094301879e-03,3.825373013639996600e-01
1.558104409004792856e+00,-1.566050268343399665e-02,9.504239154351257213e-02,-2.737333569546254175e-01,-1.685559099101725522e-01,-7.872298665208310453e-02,2.585831991633995575e-01,2.562994239573341826e-01,-2.870762925061469684e-01,6.043325574742786088e-02,3.169120919195891339e-01,2.430190583996396647e-01,2.672840584640305828e-01
2.297148900154318163e+00,2.201102394601139878e-03,4.728649928755448428e-01,-5.899385233825125141e-01,6.593535751971701941e-02,-5.304045625447491030e-01,-5.537314449027532781e-01,1.945567805059640332e-01,-3.439879895057047499e-01,-3.689928034545932878e-01,3.928625572751598405e-02,3.706473664402198942e-02,-1.564224568970421503e-01
2.682897553067266294e+00,-2.125029129388802396e-01,6.638390166477434740e-01,-1.678277158151435522e-01,5.129335432783177495e-02,1.448675691644289998e-01,-3.672856589470083755e-01,-1.171809472779351546e-01,-1.005169548638523702e-01,1.341286872059311852e-01,2.256207292966271316e-01,1.157851117672760166e-01,-7.539962902350150209e-02
2.393978161327915188e+00,-2.969585592232366622e-01,7.407516162131444482e-01,-5.576319385187438193e-01,-2.941540817692960275e-01,-5.023479683489233683e-01,-6.018879468616875617e-01,-5.128999231784703294e-02,-1.753344327772605737e-01,-3.714302795832361559e-01,-3.472875949048266353e-01,-7.856162611566663845e-02,-2.656296335562066124e-01
2.655106350138678017e+00,5.815480333080280673e-02,5.863331482526001892e-01,-1.450724826232696607e-01,4.335499578014356814e-01,9.653272574304483378e-02,7.373489958531687094e-02,2.889935544991830696e-01,-1.750466477184213776e-01,-2.221358374305074657e-01,4.674471110090105963e-02,-2.349132554514691273e-01,-1.293927768825700042e-01
2.314589762954330165e+00,-4.711157060392223705e-01,6.213631825499570382e-01,-1.562905253709523379e-02,7.322645173332640312e-01,7.651282110060986241e-02,-1.693691437691609014e-01,-6.571901610903252422e-02,-1.744348405860225437e-01,-4.017620330631774817e-01,-2.055405387738821199e-01,2.526038469983293844e-02,4.373747304187677321e-01
2.493866297261314369e+00,-7.309507791595741821e-01,5.155914302514297276e-01,-2.759776492709256068e-01,4.165329584064294544e-01,-5.299245317158640667e-02,-6.426389051968395272e-02,7.952441752264449715e-02,-4.014379565928420934e-01,-2.667573399852019023e-02,-1.473557827619904614e-01,-3.227396308802155112e-01,-2.677147496586120834e-01
2.346485169982319707e+00,-8.904536583291089435e-01,4.320797544570464943e-01,-7.017644531626929805e-01,2.075602625671946200e-02,-5.725745255170169301e-01,-4.776322063652438388e-01,6.520456876433211590e-03,-3.593755686977517794e-02,3.886289734527670348e-02,-1.869546078882911022e-02,1.267126095384256690e-01,1.927353411862529065e-01
2.723386248548446353e+00,-6.149300765965306503e-01,4.089723291714428832e-01,-7.895395671467131393e-01,-1.224035413628499214e-02,-4.941245790283919082e-01,-6.972755479221759423e-02,4.292621114240100511e-01,1.895236534518052185e-01,3.807464103204046824e-01,3.610789759430631518e-01,2.187988353355068138e-01,7.755935079301157220e-02
2.773823840453915501e+00,-6.214519813689078909e-01,6.538565708479509020e-01,-8.081077278348915982e-01,-2.225782175189370271e-01,-3.580816245106188678e-01,-3.257120673217051010e-01,1.411911354448690537e-01,7.736658208689306537e-02,-8.168751775231963830e-02,6.209293912341073973e-02,1.694000303708572686e-01,-3.123986271171830253e-04
2.318205216223630405e+00,-1.166887815048402999e-01,8.422129350517018054e-01,-7.033473364880507006e-01,1.963286229443639286e-02,-2.727690658513424182e-01,-2.526880567487819196e-01,-1.483142991559618373e-01,-2.708408951277203602e-01,2.288167797585218821e-01,7.054707717688157853e-02,8.068955009843881143e-02,5.301710207395626817e-02
2.549516699918575213e+00,-2.091098962826785090e-01,7.534515077320658172e-01,-2.725537269301820942e-01,4.148746584169593632e-02,-1.820298261017483377e-01,-9.888626972887726296e-02,1.855780762902757841e-01,-6.297188945399767590e-02,2.810641260536372865e-01,3.167484865184133636e-01,-8.259188529701344539e-02,1.864990930578638295e-01
2.436650309815398874e+00,-2.696760973162111164e-01,2.808215687890527335e-01,-8.653463358838826558e-01,-3.025868631358292760e-01,-1.991882499853880883e-01,-2.966467760921709385e-01,1.335188169988629214e-01,1.209535181328816877e-01,-2.888235183985266019e-01,-3.061314757413681198e-01,-1.649101309750709010e-01,2.289738084045815913e-01
2.147935897077376755e+00,-3.536857366955201698e-01,3.086332785957597302e-01,-8.522792254798223777e-01,1.437095073651173394e-01,-4.380961769632010228e-01,-4.447426816455155585e-01,2.335363130633816287e-02,-1.014256089015880269e-01,-4.911376976616635970e-01,-4.602991047711753048e-01,-9.597353925969098754e-02,-2.063758301209894785e-01
2.377087082315427757e+00,-2.061677053515507119e-01,4.721956861545608675e-01,-5.830419306380298927e-01,2.795716563369081697e-01,-2.981357504745054676e-01,4.593684509122453186e-02,-4.088445056048473081e-02,-4.640437526075820163e-01,-4.368693963117993295e-01,-6.740339572651873334e-01,1.357371193208123383e-01,1.345316330335745159e-01
